 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
301,1.585,671.942,470,989,1.585,4302.808,4100,4550,1.585,187.577,167,211
302,1.585,673.000,513,1012,1.585,4293.885,4053,4537,1.585,187.077,161,224
303,1.585,673.692,506,960,1.585,4296.423,4073,4491,1.585,186.885,161,220
304,1.585,680.385,492,952,1.585,4309.500,4098,4476,1.585,185.615,147,221
305,1.585,670.423,502,963,1.585,4335.404,4127,4546,1.585,186.615,153,216
306,1.585,671.192,482,1007,1.585,4286.423,4057,4482,1.585,186.212,160,225
307,1.585,691.385,502,986,1.585,4382.558,4205,4584,1.585,188.981,164,225
308,1.585,697.423,473,990,1.585,4306.231,4114,4462,1.585,186.885,158,228
309,1.585,695.712,488,980,1.585,4388.039,4156,4549,1.585,189.077,162,227
310,1.585,690.596,514,986,1.585,4355.039,4124,4559,1.585,189.250,157,226
311,1.585,712.712,533,1031,1.585,4467.096,4205,4644,1.585,190.942,165,232
312,1.585,698.385,504,1003,1.585,4355.423,4179,4542,1.585,188.923,163,230
313,1.585,696.692,509,1006,1.585,4420.192,4188,4719,1.585,190.769,162,224
314,1.585,698.135,535,968,1.585,4326.923,4097,4488,1.585,185.019,161,215
315,1.585,705.923,531,1019,1.585,4335.558,4070,4560,1.585,189.788,155,225
316,1.585,693.000,489,1014,1.585,4295.039,4078,4508,1.585,186.731,156,226
317,1.585,688.288,491,1009,1.585,4265.365,4106,4497,1.585,183.846,157,219
318,1.585,700.173,479,1017,1.585,4326.269,4024,4614,1.585,187.635,160,232
319,1.585,702.423,537,1048,1.585,4391.404,4168,4551,1.585,190.385,154,248
320,1.585,695.596,511,1005,1.585,4275.673,3966,4555,1.585,189.654,167,218
321,1.585,690.942,471,960,1.585,4289.308,4091,4527,1.585,187.096,162,228
322,1.585,708.981,530,1023,1.585,4422.942,4260,4690,1.585,192.327,155,245
323,1.585,708.385,528,1039,1.585,4324.461,4103,4513,1.585,189.904,165,245
324,1.585,696.538,500,950,1.585,4296.577,4123,4473,1.585,186.538,155,226
325,1.585,699.712,495,1012,1.585,4266.250,4085,4434,1.585,189.115,167,224
326,1.585,691.865,484,982,1.585,4264.615,4034,4461,1.585,185.327,157,237
327,1.585,692.731,488,937,1.585,4281.346,4085,4450,1.585,186.577,162,224
328,1.585,687.173,501,947,1.585,4252.327,4047,4390,1.585,188.038,165,217
329,1.585,717.212,516,1012,1.585,4391.289,4141,4589,1.585,188.481,162,226
330,1.585,693.769,527,983,1.585,4301.731,4128,4506,1.585,188.481,166,228
331,1.585,695.096,513,990,1.585,4320.961,4150,4574,1.585,185.288,167,208
332,1.585,727.712,542,1004,1.585,4430.461,4227,4628,1.585,191.173,159,224
333,1.585,723.365,535,998,1.585,4443.250,4223,4610,1.585,191.500,165,225
334,1.585,717.981,505,1040,1.585,4310.558,4103,4546,1.585,187.077,159,228
335,1.585,699.712,512,951,1.585,4271.596,4076,4512,1.585,186.250,157,214
336,1.585,718.250,525,995,1.585,4350.692,4147,4608,1.585,189.769,162,214
337,1.585,720.885,537,973,1.585,4393.769,4133,4620,1.585,187.731,159,220
338,1.585,717.462,525,1022,1.585,4388.558,4161,4631,1.585,186.942,161,233
339,1.585,723.500,523,1001,1.585,4414.019,4231,4608,1.585,189.942,157,230
340,1.585,708.615,536,1002,1.585,4321.558,4126,4593,1.585,187.846,161,224
341,1.585,713.096,505,1000,1.585,4347.923,4162,4526,1.585,187.942,159,218
342,1.585,708.673,517,982,1.585,4287.654,3970,4463,1.585,184.942,160,217
343,1.585,721.269,518,1014,1.585,4406.596,4223,4687,1.585,189.673,164,232
344,1.585,709.596,525,1010,1.585,4293.461,3978,4492,1.585,187.231,159,241
345,1.585,727.135,540,990,1.585,4385.442,4187,4565,1.585,186.808,165,225
346,1.585,718.269,504,1056,1.585,4296.154,4080,4438,1.585,185.462,156,215
347,1.585,719.327,513,1031,1.585,4351.135,4168,4510,1.585,186.673,164,216
